ID_met_antibiotica,metabolite_antib,is_antibiotic,ab_sensitive,ab_sensitivity_conc,ab_sensitivity_unit,ab_intermediate_unit,ab_resistant,ab_intermediate_conc,ab_resistance_unit,chebi_ID
20322,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,"µg (disc)",6104
20323,"Nalidixic acid",1,NULL,NULL,NULL,NULL,1,NULL,"µg (disc)",100147
20324,Neomycin,1,NULL,NULL,NULL,NULL,1,NULL,"µg (disc)",7507
20325,Streptomycin,1,NULL,NULL,NULL,NULL,1,NULL,"µg (disc)",17076
20326,Sulfamethoxazole,1,NULL,NULL,NULL,NULL,1,NULL,"µg (disc)",9332
20327,Tetracycline,1,NULL,NULL,NULL,NULL,1,NULL,"µg (disc)",27902
20328,Vancomycin,1,NULL,NULL,NULL,NULL,1,NULL,"µg (disc)",28001
20329,Penicillin,1,NULL,NULL,NULL,NULL,1,NULL,"Unit (disc)",17334
20330,"Polymyxin B",1,NULL,NULL,NULL,NULL,1,NULL,"Unit (disc)",8309
20331,Ceftriaxone,1,NULL,NULL,NULL,NULL,1,NULL,NULL,29007
20332,Cefotaxime,1,NULL,NULL,NULL,NULL,1,NULL,NULL,204928
20333,Azithromycin,1,NULL,NULL,NULL,NULL,1,NULL,µg,2955
20334,Clarithromycin,1,NULL,NULL,NULL,NULL,1,NULL,µg,3732
20335,Erythromycin,1,NULL,NULL,NULL,NULL,1,NULL,µg,48923
20336,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,µg,6104
20337,Neomycin,1,NULL,NULL,NULL,NULL,1,NULL,µg,7507
20338,Roxithromycin,1,NULL,NULL,NULL,NULL,1,NULL,µg,48844
20339,Tetracycline,1,NULL,NULL,NULL,NULL,1,NULL,µg,27902
20340,"Fusidic acid",1,NULL,NULL,NULL,NULL,1,NULL,NULL,29013
20341,D-Serine,1,NULL,NULL,NULL,NULL,1,NULL,NULL,16523
20342,Troleandomycin,1,NULL,NULL,NULL,NULL,1,NULL,NULL,45735
20343,Niaproof,1,NULL,NULL,NULL,NULL,1,NULL,NULL,75273
20344,"Tetrazolium blue",1,NULL,NULL,NULL,NULL,1,NULL,NULL,75198
20345,"Nalidixic acid",1,NULL,NULL,NULL,NULL,1,NULL,NULL,100147
20346,"Sodium butyrate",1,NULL,NULL,NULL,NULL,1,NULL,NULL,64103
20347,Tetracycline,1,NULL,NULL,NULL,NULL,1,NULL,"µg (disc)",27902
20348,Gentamicin,1,NULL,NULL,NULL,NULL,1,NULL,"µg (disc)",17833
20349,Clindamycin,1,NULL,NULL,NULL,NULL,1,NULL,"µg (disc)",3745
20350,Ampicillin,1,NULL,NULL,NULL,NULL,1,NULL,NULL,28971
20351,Rifampicin,1,NULL,NULL,NULL,NULL,1,NULL,NULL,28077
20352,Penicillin,1,NULL,NULL,NULL,NULL,1,NULL,NULL,17334
20353,Ampicillin,1,NULL,NULL,NULL,NULL,1,NULL,"µg (disc)",28971
20354,Carbenicillin,1,NULL,NULL,NULL,NULL,1,NULL,"µg (disc)",3393
20355,Cephalothin,1,NULL,NULL,NULL,NULL,1,NULL,"µg (disc)",3542
20356,Lincomycin,1,NULL,NULL,NULL,NULL,1,NULL,"µg (disc)",6472
20357,Novobiocin,1,NULL,NULL,NULL,NULL,1,NULL,"µg (disc)",28368
20358,"Penicillin G",1,NULL,NULL,NULL,NULL,1,NULL,"Unit (disc)",18208
20359,Ampicillin,1,NULL,NULL,NULL,NULL,1,NULL,"µg (disc)",28971
20360,Carbenicillin,1,NULL,NULL,NULL,NULL,1,NULL,"µg (disc)",3393
20361,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,"µg (disc)",6104
20362,Vancomycin,1,NULL,NULL,NULL,NULL,1,NULL,"µg (disc)",28001
20363,Gentamicin,1,NULL,NULL,NULL,NULL,1,NULL,"µg (disc)",17833
20364,Chloramphenicol,1,NULL,NULL,NULL,NULL,1,NULL,"µg (disc)",17698
20365,Cefixime,1,NULL,NULL,NULL,NULL,1,NULL,"µg (disc)",472657
20366,Tetracycline,1,NULL,NULL,NULL,NULL,1,NULL,"µg (disc)",27902
20367,Spectinomycin,1,NULL,NULL,NULL,NULL,1,NULL,"µg (disc)",9215
20368,Erythromycin,1,NULL,NULL,NULL,NULL,1,NULL,"µg (disc)",48923
20369,Vancomycin,1,NULL,NULL,NULL,NULL,1,NULL,"µg (disc)",28001
20370,Novobiocin,1,NULL,NULL,NULL,NULL,1,NULL,"µg (disc)",28368
20371,Amikacin,1,NULL,NULL,NULL,NULL,1,NULL,"µg (disc)",2637
20372,Cephalexin,1,NULL,NULL,NULL,NULL,1,NULL,"µg (disc)",3534
20373,Gentamicin,1,NULL,NULL,NULL,NULL,1,NULL,"µg (disc)",17833
20374,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,"µg (disc)",6104
20375,Minocycline,1,NULL,NULL,NULL,NULL,1,NULL,"µg (disc)",50694
20376,"Nalidixic acid",1,NULL,NULL,NULL,NULL,1,NULL,"µg (disc)",100147
20377,Neomycin,1,NULL,NULL,NULL,NULL,1,NULL,"µg (disc)",7507
20378,Streptomycin,1,NULL,NULL,NULL,NULL,1,NULL,"µg (disc)",17076
20379,Tetracycline,1,NULL,NULL,NULL,NULL,1,NULL,"µg (disc)",27902
20380,Tobramycin,1,NULL,NULL,NULL,NULL,1,NULL,"µg (disc)",28864
20381,"Polymyxin B",1,NULL,NULL,NULL,NULL,1,NULL,"Unit (disc)",8309
20382,Sulfamethoxazole,1,NULL,NULL,NULL,NULL,1,NULL,"µg (disc)",9332
20383,Trimethoprim,1,NULL,NULL,NULL,NULL,1,NULL,"µg (disc)",45924
20384,Tetracycline,1,NULL,NULL,NULL,NULL,1,NULL,"µg (disc)",27902
20385,Cefoxitin,1,NULL,NULL,NULL,NULL,1,NULL,"µg (disc)",209807
20386,Bacitracin,1,NULL,NULL,NULL,NULL,1,NULL,"Unit (disc)",28669
20387,"Polymyxin B",1,NULL,NULL,NULL,NULL,1,NULL,"Unit (disc)",8309
20388,Amikacin,1,NULL,NULL,NULL,NULL,1,NULL,"µg (disc)",2637
20389,Ampicillin,1,NULL,NULL,NULL,NULL,1,NULL,"µg (disc)",28971
20390,Ciprofloxacin,1,NULL,NULL,NULL,NULL,1,NULL,"µg (disc)",100241
20391,"Nalidixic acid",1,NULL,NULL,NULL,NULL,1,NULL,"µg (disc)",100147
20392,Oxytetracycline,1,NULL,NULL,NULL,NULL,1,NULL,"µg (disc)",27701
20393,"Penicillin G",1,NULL,NULL,NULL,NULL,1,NULL,"µg (disc)",18208
20394,Tetracycline,1,NULL,NULL,NULL,NULL,1,NULL,"µg (disc)",27902
20395,Lincomycin,1,NULL,NULL,NULL,NULL,1,NULL,"µg (disc)",6472
20396,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,NULL,6104
20397,Gentamicin,1,NULL,NULL,NULL,NULL,1,NULL,NULL,17833
20398,Novobiocin,1,NULL,NULL,NULL,NULL,1,NULL,"µg (disc)",28368
20399,"Penicillin G",1,NULL,NULL,NULL,NULL,1,NULL,"Unit (disc)",18208
20400,Oxacillin,1,NULL,NULL,NULL,NULL,1,NULL,"µg (disc)",7809
20401,Gentamicin,1,NULL,NULL,NULL,NULL,1,NULL,"µg (disc)",17833
20402,Ampicillin,1,NULL,NULL,NULL,NULL,1,NULL,"µg (disc)",28971
20403,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,"µg (disc)",6104
20404,Neomycin,1,NULL,NULL,NULL,NULL,1,NULL,"µg (disc)",7507
20405,"Polymyxin B",1,NULL,NULL,NULL,NULL,1,NULL,"Unit (disc)",8309
20406,Chloramphenicol,1,NULL,NULL,NULL,NULL,1,NULL,"µg (disc)",17698
20407,Tetracycline,1,NULL,NULL,NULL,NULL,1,NULL,"µg (disc)",27902
20408,Lincomycin,1,NULL,NULL,NULL,NULL,1,NULL,"µg (disc)",6472
20409,Gentamicin,1,NULL,NULL,NULL,NULL,1,NULL,"µg (disc)",17833
20410,Oxacillin,1,NULL,NULL,NULL,NULL,1,NULL,"µg (disc)",7809
20411,Sulfamethoxazole,1,NULL,NULL,NULL,NULL,1,NULL,"µg (disc)",9332
20412,Trimethoprim,1,NULL,NULL,NULL,NULL,1,NULL,"µg (disc)",45924
20413,Optochin,1,NULL,NULL,NULL,NULL,1,NULL,"µg (disc)",86455
20414,"Polymyxin B",1,NULL,NULL,NULL,NULL,1,NULL,"Unit (disc)",8309
20415,Oxacillin,1,NULL,NULL,NULL,NULL,1,NULL,"µg (disc)",7809
20416,Ampicillin,1,NULL,NULL,NULL,NULL,1,NULL,"µg (disc)",28971
20417,Chloramphenicol,1,NULL,NULL,NULL,NULL,1,NULL,"µg (disc)",17698
20418,Gentamicin,1,NULL,NULL,NULL,NULL,1,NULL,"µg (disc)",17833
20419,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,"µg (disc)",6104
20420,Sulfamethoxazole,1,NULL,NULL,NULL,NULL,1,NULL,"µg (disc)",9332
20421,Trimethoprim,1,NULL,NULL,NULL,NULL,1,NULL,"µg (disc)",45924
20422,"Penicillin G",1,NULL,NULL,NULL,NULL,1,NULL,"Unit (disc)",18208
20423,Aztreonam,1,NULL,NULL,NULL,NULL,1,NULL,NULL,161680
20424,"Guanidinium chloride",1,NULL,NULL,NULL,NULL,1,NULL,NULL,32735
20425,Lincomycin,1,NULL,NULL,NULL,NULL,1,NULL,NULL,6472
20426,"Nalidixic acid",1,NULL,NULL,NULL,NULL,1,NULL,NULL,100147
20427,"Potassium tellurite",1,NULL,NULL,NULL,NULL,1,NULL,NULL,75248
20428,"Sodium butyrate",1,NULL,NULL,NULL,NULL,1,NULL,NULL,64103
20429,"1 % sodium lactate",1,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL
20430,"Tetrazolium violet",1,NULL,NULL,NULL,NULL,1,NULL,NULL,75193
20431,Vancomycin,1,NULL,NULL,NULL,NULL,1,NULL,NULL,28001
20432,Carbenicillin,1,NULL,NULL,NULL,NULL,1,NULL,"µg (disc)",3393
20433,Ampicillin,1,NULL,NULL,NULL,NULL,1,NULL,"µg (disc)",28971
20434,Amikacin,1,NULL,NULL,NULL,NULL,1,NULL,"µg (disc)",2637
20435,Amoxicillin,1,NULL,NULL,NULL,NULL,1,NULL,"µg (disc)",2676
20436,Erythromycin,1,NULL,NULL,NULL,NULL,1,NULL,"µg (disc)",48923
20437,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,"µg (disc)",6104
20438,Gentamicin,1,NULL,NULL,NULL,NULL,1,NULL,"µg (disc)",17833
20439,"Nalidixic acid",1,NULL,NULL,NULL,NULL,1,NULL,"µg (disc)",100147
20440,Rifampicin,1,NULL,NULL,NULL,NULL,1,NULL,"µg (disc)",28077
20441,"Polymyxin B",1,NULL,NULL,NULL,NULL,1,NULL,"Unit (disc)",8309
20442,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,6104
20443,Fosfomycin,1,NULL,NULL,NULL,NULL,1,NULL,NULL,28915
20444,Rifampicin,1,NULL,NULL,NULL,NULL,1,NULL,NULL,28077
20445,"Polymyxin B",1,NULL,NULL,NULL,NULL,1,NULL,NULL,8309
20446,"Nalidixic acid",1,NULL,NULL,NULL,NULL,1,NULL,NULL,100147
20447,Gentamicin,1,NULL,NULL,NULL,NULL,1,NULL,NULL,17833
20448,Tetracycline,1,NULL,NULL,NULL,NULL,1,NULL,NULL,27902
20449,Oxacillin,1,NULL,NULL,NULL,NULL,1,NULL,NULL,7809
20450,Cefoperazone,1,NULL,NULL,NULL,NULL,1,NULL,NULL,3493
20451,Amikacin,1,NULL,NULL,NULL,NULL,1,NULL,NULL,2637
20452,Gentamicin,1,NULL,NULL,NULL,NULL,1,NULL,NULL,17833
20453,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,NULL,6104
20454,Neomycin,1,NULL,NULL,NULL,NULL,1,NULL,NULL,7507
20455,"Polymyxin B",1,NULL,NULL,NULL,NULL,1,NULL,NULL,8309
20456,Erythromycin,1,NULL,NULL,NULL,NULL,1,NULL,NULL,48923
20457,Ampicillin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,28971
20458,Chloramphenicol,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,17698
20459,Erythromycin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,48923
20460,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,6104
20461,Streptomycin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,17076
20462,Streptomycin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,17076
20463,Chloramphenicol,1,NULL,NULL,NULL,NULL,1,NULL,"µg (disc)",17698
20464,Ampicillin,1,NULL,NULL,NULL,NULL,1,NULL,"µg (disc)",28971
20465,Gentamicin,1,NULL,NULL,NULL,NULL,1,NULL,"µg (disc)",17833
20466,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,"µg (disc)",6104
20467,Neomycin,1,NULL,NULL,NULL,NULL,1,NULL,"µg (disc)",7507
20468,Streptomycin,1,NULL,NULL,NULL,NULL,1,NULL,"µg (disc)",17076
20469,"Polymyxin B",1,NULL,NULL,NULL,NULL,1,NULL,"Unit (disc)",8309
20470,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,6104
20471,Chloramphenicol,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,17698
20472,Penicillin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,17334
20473,Bacitracin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,28669
20474,"Sodium cephalothin",1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,3542
20475,Hygromycin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,24753
20476,Neomycin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,7507
20477,Polymyxin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,59062
20478,Streptomycin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,17076
20479,Trimethoprim,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,45924
20480,Tobramycin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,28864
20481,Gentamicin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,17833
20482,Apramycin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,2790
20483,Ampicillin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,28971
20484,Ampicillin,1,NULL,NULL,NULL,NULL,1,NULL,NULL,28971
20485,Apramycin,1,NULL,NULL,NULL,NULL,1,NULL,NULL,2790
20486,Gentamicin,1,NULL,NULL,NULL,NULL,1,NULL,NULL,17833
20487,"Vibriostatic agent O/129",1,NULL,NULL,NULL,NULL,1,NULL,NULL,73908
20488,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,"µg (disc)",6104
20489,Cefalotin,1,NULL,NULL,NULL,NULL,1,NULL,"µg (disc)",124991
20490,Streptomycin,1,NULL,NULL,NULL,NULL,1,NULL,"µg (disc)",17076
20491,Tetracycline,1,NULL,NULL,NULL,NULL,1,NULL,"µg (disc)",27902
20492,"Penicillin G",1,NULL,NULL,NULL,NULL,1,NULL,"Unit (disc)",18208
20493,Ampicillin,1,NULL,NULL,NULL,NULL,1,NULL,"µg (disc)",28971
20494,Gentamicin,1,NULL,NULL,NULL,NULL,1,NULL,"µg (disc)",17833
20495,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,"µg (disc)",6104
20496,Neomycin,1,NULL,NULL,NULL,NULL,1,NULL,"µg (disc)",7507
20497,"Polymyxin B",1,NULL,NULL,NULL,NULL,1,NULL,"Unit (disc)",8309
20498,Ampicillin,1,NULL,NULL,NULL,NULL,1,NULL,NULL,28971
20499,Amoxicillin,1,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL
20500,"Clavunic acid",1,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL
20501,Piperacillin,1,NULL,NULL,NULL,NULL,1,NULL,NULL,8232
20502,"Piperacillin + Tazobactam",1,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL
20503,Cefalotin,1,NULL,NULL,NULL,NULL,1,NULL,NULL,124991
20504,Cefuroxime,1,NULL,NULL,NULL,NULL,1,NULL,NULL,3515
20505,Cefoxitin,1,NULL,NULL,NULL,NULL,1,NULL,NULL,209807
20506,Cefotaxime,1,NULL,NULL,NULL,NULL,1,NULL,NULL,204928
20507,Ceftazidime,1,NULL,NULL,NULL,NULL,1,NULL,NULL,3508
20508,Gentamicin,1,NULL,NULL,NULL,NULL,1,NULL,NULL,17833
20509,Tobramycin,1,NULL,NULL,NULL,NULL,1,NULL,NULL,28864
20510,Ciprofloxacin,1,NULL,NULL,NULL,NULL,1,NULL,NULL,100241
20511,Norfloxacin,1,NULL,NULL,NULL,NULL,1,NULL,NULL,100246
20512,Tetracycline,1,NULL,NULL,NULL,NULL,1,NULL,NULL,27902
20513,Trimethoprim,1,NULL,NULL,NULL,NULL,1,NULL,NULL,45924
20514,Sulfamethoxazole,1,NULL,NULL,NULL,NULL,1,NULL,NULL,9332
20515,Cefpodoxime,1,NULL,NULL,NULL,NULL,1,NULL,NULL,3504
20516,Tetracycline,1,NULL,NULL,NULL,NULL,1,NULL,"µg (disc)",27902
20517,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,"µg (disc)",6104
20518,Lincomycin,1,NULL,NULL,NULL,NULL,1,NULL,"µg (disc)",6472
20519,Oleandomycin,1,NULL,NULL,NULL,NULL,1,NULL,"µg (disc)",16869
20520,Neomycin,1,NULL,NULL,NULL,NULL,1,NULL,"µg (disc)",7507
20521,Clindamycin,1,NULL,NULL,NULL,NULL,1,NULL,NULL,3745
20522,Streptomycin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,17076
20523,Neomycin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,7507
20524,Tetracycline,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,27902
20525,Streptomycin,1,NULL,NULL,NULL,NULL,1,NULL,NULL,17076
20526,Aztreonam,1,NULL,NULL,NULL,NULL,1,NULL,NULL,161680
20527,"Nalidixic acid",1,NULL,NULL,NULL,NULL,1,NULL,NULL,100147
20528,Gentamicin,1,NULL,NULL,NULL,NULL,1,NULL,"µg (disc)",17833
20529,Lincomycin,1,NULL,NULL,NULL,NULL,1,NULL,"µg (disc)",6472
20530,"Polymyxin B",1,NULL,NULL,NULL,NULL,1,NULL,"Unit (disc)",8309
20531,"Nalidixic acid",1,NULL,NULL,NULL,NULL,1,NULL,NULL,100147
20532,Rifampicin,1,NULL,NULL,NULL,NULL,1,NULL,NULL,28077
20533,Aztreonam,1,NULL,NULL,NULL,NULL,1,NULL,NULL,161680
20534,"Fusidic acid",1,NULL,NULL,NULL,NULL,1,NULL,NULL,29013
20535,D-Serine,1,NULL,NULL,NULL,NULL,1,NULL,NULL,16523
20536,Troleandomycin,1,NULL,NULL,NULL,NULL,1,NULL,NULL,45735
20537,Minocycline,1,NULL,NULL,NULL,NULL,1,NULL,NULL,50694
20538,Lincomycin,1,NULL,NULL,NULL,NULL,1,NULL,NULL,6472
20539,"Guanidinium chloride",1,NULL,NULL,NULL,NULL,1,NULL,NULL,32735
20540,Niaproof,1,NULL,NULL,NULL,NULL,1,NULL,NULL,75273
20541,"Tetrazolium violet",1,NULL,NULL,NULL,NULL,1,NULL,NULL,75193
20542,"Tetrazolium blue",1,NULL,NULL,NULL,NULL,1,NULL,NULL,75198
20543,"Sodium bromate",1,NULL,NULL,NULL,NULL,1,NULL,NULL,75229
20544,"1 % sodium lactate",1,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL
20545,Rifampicin,1,NULL,NULL,NULL,NULL,1,NULL,NULL,28077
20546,"Lithium chloride",1,NULL,NULL,NULL,NULL,1,NULL,NULL,48607
20547,"Potassium tellurite",1,NULL,NULL,NULL,NULL,1,NULL,NULL,75248
20548,Aztreonam,1,NULL,NULL,NULL,NULL,1,NULL,NULL,161680
20549,"Sodium butyrate",1,NULL,NULL,NULL,NULL,1,NULL,NULL,64103
20550,"Nalidixic acid",1,NULL,NULL,NULL,NULL,1,NULL,"µg (disc)",100147
20551,Novobiocin,1,NULL,NULL,NULL,NULL,1,NULL,"µg (disc)",28368
20552,Tobramycin,1,NULL,NULL,NULL,NULL,1,NULL,"µg (disc)",28864
20553,Ampicillin,1,NULL,NULL,NULL,NULL,1,NULL,"µg (disc)",28971
20554,"Nalidixic acid",1,NULL,NULL,NULL,NULL,1,NULL,"µg (disc)",100147
20555,Streptomycin,1,NULL,NULL,NULL,NULL,1,NULL,"µg (disc)",17076
20556,Sulfamethoxazole,1,NULL,NULL,NULL,NULL,1,NULL,"µg (disc)",9332
20557,Trimethoprim,1,NULL,NULL,NULL,NULL,1,NULL,"µg (disc)",45924
20558,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,"µg (disc)",6104
20559,Ampicillin,1,NULL,NULL,NULL,NULL,1,NULL,"µg (disc)",28971
20560,Streptomycin,1,NULL,NULL,NULL,NULL,1,NULL,"µg (disc)",17076
20561,Chloramphenicol,1,NULL,NULL,NULL,NULL,1,NULL,"µg (disc)",17698
20562,Lincomycin,1,NULL,NULL,NULL,NULL,1,NULL,"µg (disc)",6472
20563,Novobiocin,1,NULL,NULL,NULL,NULL,1,NULL,"µg (disc)",28368
20564,Lincomycin,1,NULL,NULL,NULL,NULL,1,NULL,"µg (disc)",6472
20565,Bacitracin,1,NULL,NULL,NULL,NULL,1,NULL,"Unit (disc)",28669
20566,Streptomycin,1,NULL,NULL,NULL,NULL,1,NULL,"µg (disc)",17076
20567,Erythromycin,1,NULL,NULL,NULL,NULL,1,NULL,"µg (disc)",48923
20568,Tobramycin,1,NULL,NULL,NULL,NULL,1,NULL,"µg (disc)",28864
20569,Amikacin,1,NULL,NULL,NULL,NULL,1,NULL,"µg (disc)",2637
20570,Gentamicin,1,NULL,NULL,NULL,NULL,1,NULL,"µg (disc)",17833
20571,Vancomycin,1,NULL,NULL,NULL,NULL,1,NULL,"µg (disc)",28001
20572,Carbenicillin,1,NULL,NULL,NULL,NULL,1,NULL,"µg (disc)",3393
20573,Neomycin,1,NULL,NULL,NULL,NULL,1,NULL,"µg (disc)",7507
20574,Chloramphenicol,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,17698
20575,Novobiocin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,28368
20576,Sulfamethoxazole,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,9332
20577,Chloramphenicol,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,17698
20578,Cephalothin,1,NULL,NULL,NULL,NULL,1,NULL,"µg (disc)",3542
20579,Clindamycin,1,NULL,NULL,NULL,NULL,1,NULL,"µg (disc)",3745
20580,Colistin,1,NULL,NULL,NULL,NULL,1,NULL,"µg (disc)",37943
20581,Lincomycin,1,NULL,NULL,NULL,NULL,1,NULL,"µg (disc)",6472
20582,"Nalidixic acid",1,NULL,NULL,NULL,NULL,1,NULL,"µg (disc)",100147
20583,Oxacillin,1,NULL,NULL,NULL,NULL,1,NULL,"µg (disc)",7809
20584,"Polymyxin B",1,NULL,NULL,NULL,NULL,1,NULL,"Unit (disc)",8309
20585,Clindamycin,1,NULL,NULL,NULL,NULL,1,NULL,NULL,3745
20586,Clindamycin,1,NULL,NULL,NULL,NULL,1,NULL,"µg (disc)",3745
20587,Gentamicin,1,NULL,NULL,NULL,NULL,1,NULL,"µg (disc)",17833
20588,Neomycin,1,NULL,NULL,NULL,NULL,1,NULL,"µg (disc)",7507
20589,Oxacillin,1,NULL,NULL,NULL,NULL,1,NULL,"µg (disc)",7809
20590,"Polymyxin B",1,NULL,NULL,NULL,NULL,1,NULL,"Unit (disc)",8309
20591,Ampicillin,1,NULL,NULL,NULL,NULL,1,NULL,"µg (disc)",28971
20592,Gentamicin,1,NULL,NULL,NULL,NULL,1,NULL,"µg (disc)",17833
20593,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,"µg (disc)",6104
20594,Neomycin,1,NULL,NULL,NULL,NULL,1,NULL,"µg (disc)",7507
20595,Streptomycin,1,NULL,NULL,NULL,NULL,1,NULL,"µg (disc)",17076
20596,"Polymyxin B",1,NULL,NULL,NULL,NULL,1,NULL,"Unit (disc)",8309
20597,Gentamicin,1,NULL,NULL,NULL,NULL,1,NULL,"µg (disc)",17833
20598,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,"µg (disc)",6104
20599,Streptomycin,1,NULL,NULL,NULL,NULL,1,NULL,"µg (disc)",17076
20600,Rifampicin,1,NULL,NULL,NULL,NULL,1,NULL,"µg (disc)",28077
20601,Neomycin,1,NULL,NULL,NULL,NULL,1,NULL,"µg (disc)",7507
20602,"Polymyxin B",1,NULL,NULL,NULL,NULL,1,NULL,"Unit (disc)",8309
20603,Amikacin,1,NULL,NULL,NULL,NULL,1,NULL,"µg (disc)",2637
20604,"Fusidic acid",1,NULL,NULL,NULL,NULL,1,NULL,NULL,29013
20605,"Guanidinium chloride",1,NULL,NULL,NULL,NULL,1,NULL,NULL,32735
20606,Lincomycin,1,NULL,NULL,NULL,NULL,1,NULL,NULL,6472
20607,"Lithium chloride",1,NULL,NULL,NULL,NULL,1,NULL,NULL,48607
20608,Minocycline,1,NULL,NULL,NULL,NULL,1,NULL,NULL,50694
20609,Niaproof,1,NULL,NULL,NULL,NULL,1,NULL,NULL,75273
20610,"Potassium tellurite",1,NULL,NULL,NULL,NULL,1,NULL,NULL,75248
20611,"Rifamycin SV",1,NULL,NULL,NULL,NULL,1,NULL,NULL,29673
20612,"Sodium bromate",1,NULL,NULL,NULL,NULL,1,NULL,NULL,75229
20613,Troleandomycin,1,NULL,NULL,NULL,NULL,1,NULL,NULL,45735
20614,Vancomycin,1,NULL,NULL,NULL,NULL,1,NULL,NULL,28001
20615,"Sodium butyrate",1,NULL,NULL,NULL,NULL,1,NULL,NULL,64103
20616,"1 % sodium lactate",1,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL
20617,Troleandomycin,1,NULL,NULL,NULL,NULL,1,NULL,NULL,45735
20618,"Rifamycin SV",1,NULL,NULL,NULL,NULL,1,NULL,NULL,29673
20619,Lincomycin,1,NULL,NULL,NULL,NULL,1,NULL,NULL,6472
20620,"Lithium chloride",1,NULL,NULL,NULL,NULL,1,NULL,NULL,48607
20621,"1 % sodium lactate",1,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL
20622,Aztreonam,1,NULL,NULL,NULL,NULL,1,NULL,NULL,161680
20623,"Lithium chloride",1,NULL,NULL,NULL,NULL,1,NULL,NULL,48607
20624,Amikacin,1,NULL,NULL,NULL,NULL,1,NULL,"µg (disc)",2637
20625,Neomycin,1,NULL,NULL,NULL,NULL,1,NULL,"µg (disc)",7507
20626,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,"µg (disc)",6104
20627,"Nalidixic acid",1,NULL,NULL,NULL,NULL,1,NULL,"µg (disc)",100147
20628,Gentamicin,1,NULL,NULL,NULL,NULL,1,NULL,"µg (disc)",17833
20629,"Polymyxin B",1,NULL,NULL,NULL,NULL,1,NULL,"Unit (disc)",8309
20630,Nystatin,1,NULL,NULL,NULL,NULL,1,NULL,"µg (disc)",7660
20631,Tetracycline,1,NULL,NULL,NULL,NULL,1,NULL,"µg (disc)",27902
20632,Sphingomyelin,1,NULL,NULL,NULL,NULL,1,NULL,"µg (disc)",17636
20633,Apramycin,1,NULL,NULL,NULL,NULL,1,NULL,"µg (disc)",2790
20634,Sisomycin,1,NULL,NULL,NULL,NULL,1,NULL,"µg (disc)",9169
20635,Chloramphenicol,1,NULL,NULL,NULL,NULL,1,NULL,"µg (disc)",17698
