ID_multimedia,file_name,file_path,file,full_file_path,FSI_URL,media_type,IPR,license_type,caption,created,creator,capture_equipment,ID_strains,ID_reference,manual_annotation,FK_tbl_images_micro,timestamp_micro,last_change
3364,DSM_45197.jpg,N:/database/ACC/microbiology/Images/,,https://www.dsmz.de/microorganisms/photos/DSM_45197.jpg,,jpeg,© Leibniz-Institut DSMZ,(C) Leibniz-Institut DSMZ-Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH,Medium 535 28°C,,,,10824,15691,1,2132.0,,2019-03-28 08:54:53
3365,DSM_45199.jpg,N:/database/ACC/microbiology/Images/,,https://www.dsmz.de/microorganisms/photos/DSM_45199.jpg,,jpeg,© Leibniz-Institut DSMZ,(C) Leibniz-Institut DSMZ-Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH,Medium 553 28°C,,,,13404,15711,1,2722.0,,2019-03-28 08:54:53
3366,DSM_45200.jpg,N:/database/ACC/microbiology/Images/,,https://www.dsmz.de/microorganisms/photos/DSM_45200.jpg,,jpeg,© Leibniz-Institut DSMZ,(C) Leibniz-Institut DSMZ-Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH,Medium 553 28°C,,,,16999,15712,1,2823.0,,2019-03-28 08:54:53
3367,DSM_45201.jpg,N:/database/ACC/microbiology/Images/,,https://www.dsmz.de/microorganisms/photos/DSM_45201.jpg,,jpeg,© Leibniz-Institut DSMZ,(C) Leibniz-Institut DSMZ-Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH,Medium 65 28°C,,,,5832,15799,1,2824.0,,2019-03-28 08:54:53
3368,DSM_45202.jpg,N:/database/ACC/microbiology/Images/,,https://www.dsmz.de/microorganisms/photos/DSM_45202.jpg,,jpeg,© Leibniz-Institut DSMZ,(C) Leibniz-Institut DSMZ-Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH,Medium 250 28°C,,,,24230,20665,1,2825.0,,2019-03-28 08:54:53
3370,DSM_45207.jpg,N:/database/ACC/microbiology/Images/,,https://www.dsmz.de/microorganisms/photos/DSM_45207.jpg,,jpeg,© Leibniz-Institut DSMZ,(C) Leibniz-Institut DSMZ-Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH,Medium 1302 37°C,,,,13515,15779,1,2013.0,,2019-03-28 08:54:53
3371,DSM_45210.jpg,N:/database/ACC/microbiology/Images/,,https://www.dsmz.de/microorganisms/photos/DSM_45210.jpg,,jpeg,© Leibniz-Institut DSMZ,(C) Leibniz-Institut DSMZ-Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH,Medium 1240 37°C,,,,5850,15780,1,2831.0,,2019-03-28 08:54:53
3372,DSM_45211.jpg,N:/database/ACC/microbiology/Images/,,https://www.dsmz.de/microorganisms/photos/DSM_45211.jpg,,jpeg,© Leibniz-Institut DSMZ,(C) Leibniz-Institut DSMZ-Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH,Medium 1302 37°C,,,,17826,15781,1,2014.0,,2019-03-28 08:54:53
3373,DSM_45214.jpg,N:/database/ACC/microbiology/Images/,,https://www.dsmz.de/microorganisms/photos/DSM_45214.jpg,,jpeg,© Leibniz-Institut DSMZ,(C) Leibniz-Institut DSMZ-Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH,Medium 553 28°C,,,,16509,15795,1,2833.0,,2019-03-28 08:54:53
3374,DSM_45216.jpg,N:/database/ACC/microbiology/Images/,,https://www.dsmz.de/microorganisms/photos/DSM_45216.jpg,,jpeg,© Leibniz-Institut DSMZ,(C) Leibniz-Institut DSMZ-Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH,Medium 514 37°C,,,,13270,15796,1,2835.0,,2019-03-28 08:54:53
3375,DSM_45220.jpg,N:/database/ACC/microbiology/Images/,,https://www.dsmz.de/microorganisms/photos/DSM_45220.jpg,,jpeg,© Leibniz-Institut DSMZ,(C) Leibniz-Institut DSMZ-Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH,Medium 65 28°C,,,,16566,15797,1,2839.0,,2019-03-28 08:54:53
3377,DSM_45221.jpg,N:/database/ACC/microbiology/Images/,,https://www.dsmz.de/microorganisms/photos/DSM_45221.jpg,,jpeg,© Leibniz-Institut DSMZ,(C) Leibniz-Institut DSMZ-Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH,Medium 514 25°C,,,,17651,15802,1,1456.0,,2019-03-28 08:54:53
3380,DSM_45224.jpg,N:/database/ACC/microbiology/Images/,,https://www.dsmz.de/microorganisms/photos/DSM_45224.jpg,,jpeg,© Leibniz-Institut DSMZ,(C) Leibniz-Institut DSMZ-Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH,Medium 1108 72°C,,,,1563,15803,1,2842.0,,2019-03-28 08:54:53
3381,DSM_45225.jpg,N:/database/ACC/microbiology/Images/,,https://www.dsmz.de/microorganisms/photos/DSM_45225.jpg,,jpeg,© Leibniz-Institut DSMZ,(C) Leibniz-Institut DSMZ-Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH,Medium 553 28°C,,,,17001,15804,1,2843.0,,2019-03-28 08:54:53
3382,DSM_45226.jpg,N:/database/ACC/microbiology/Images/,,https://www.dsmz.de/microorganisms/photos/DSM_45226.jpg,,jpeg,© Leibniz-Institut DSMZ,(C) Leibniz-Institut DSMZ-Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH,Medium 553 28°C,,,,13471,15805,1,2844.0,,2019-03-28 08:54:53
3383,DSM_45227.jpg,N:/database/ACC/microbiology/Images/,,https://www.dsmz.de/microorganisms/photos/DSM_45227.jpg,,jpeg,© Leibniz-Institut DSMZ,(C) Leibniz-Institut DSMZ-Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH,Medium 65 pH5.5 28°C,,,,8048,15806,1,2845.0,,2019-03-28 08:54:53
3384,DSM_45229.jpg,N:/database/ACC/microbiology/Images/,,https://www.dsmz.de/microorganisms/photos/DSM_45229.jpg,,jpeg,© Leibniz-Institut DSMZ,(C) Leibniz-Institut DSMZ-Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH,Medium 215 28°C,,,,10619,15808,1,2846.0,,2019-03-28 08:54:53
3385,DSM_45231.jpg,N:/database/ACC/microbiology/Images/,,https://www.dsmz.de/microorganisms/photos/DSM_45231.jpg,,jpeg,© Leibniz-Institut DSMZ,(C) Leibniz-Institut DSMZ-Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH,Medium 535a 28°C,,,,3230,15809,1,2847.0,,2019-03-28 08:54:53
3386,DSM_45237.jpg,N:/database/ACC/microbiology/Images/,,https://www.dsmz.de/microorganisms/photos/DSM_45237.jpg,,jpeg,© Leibniz-Institut DSMZ,(C) Leibniz-Institut DSMZ-Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH,Medium 215 28°C,,,,17823,15906,1,2850.0,,2019-03-28 08:54:53
3388,DSM_45239-1.jpg,N:/database/ACC/microbiology/Images/,,https://www.dsmz.de/microorganisms/photos/DSM_45239-1.jpg,,jpeg,© Leibniz-Institut DSMZ,(C) Leibniz-Institut DSMZ-Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH,,,,,8345,15859,1,,,2019-03-28 08:54:53
3389,DSM_45239.jpg,N:/database/ACC/microbiology/Images/,,https://www.dsmz.de/microorganisms/photos/DSM_45239.jpg,,jpeg,© Leibniz-Institut DSMZ,(C) Leibniz-Institut DSMZ-Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH,Medium 250 37°C,,,,8345,15859,1,2852.0,,2019-03-28 08:54:53
3391,DSM_45241.jpg,N:/database/ACC/microbiology/Images/,,https://www.dsmz.de/microorganisms/photos/DSM_45241.jpg,,jpeg,© Leibniz-Institut DSMZ,(C) Leibniz-Institut DSMZ-Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH,Medium 535 28°C,,,,10707,15900,1,2854.0,,2019-03-28 08:54:53
3392,DSM_45243-1.jpg,N:/database/ACC/microbiology/Images/,,https://www.dsmz.de/microorganisms/photos/DSM_45243-1.jpg,,jpeg,© Leibniz-Institut DSMZ,(C) Leibniz-Institut DSMZ-Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH,,,,,11160,15914,1,,,2019-03-28 08:54:53
3393,DSM_45243.jpg,N:/database/ACC/microbiology/Images/,,https://www.dsmz.de/microorganisms/photos/DSM_45243.jpg,,jpeg,© Leibniz-Institut DSMZ,(C) Leibniz-Institut DSMZ-Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH,Medium 65 28°C,,,,11160,15914,1,2855.0,,2019-03-28 08:54:53
3394,DSM_45244.jpg,N:/database/ACC/microbiology/Images/,,https://www.dsmz.de/microorganisms/photos/DSM_45244.jpg,,jpeg,© Leibniz-Institut DSMZ,(C) Leibniz-Institut DSMZ-Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH,Medium 554 28°C,,,,13469,15828,1,2856.0,,2019-03-28 08:54:53
3395,DSM_45246.jpg,N:/database/ACC/microbiology/Images/,,https://www.dsmz.de/microorganisms/photos/DSM_45246.jpg,,jpeg,© Leibniz-Institut DSMZ,(C) Leibniz-Institut DSMZ-Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH,Medium 65 28°C,,,,8012,15930,1,2857.0,,2019-03-28 08:54:53
3396,DSM_45247.jpg,N:/database/ACC/microbiology/Images/,,https://www.dsmz.de/microorganisms/photos/DSM_45247.jpg,,jpeg,© Leibniz-Institut DSMZ,(C) Leibniz-Institut DSMZ-Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH,Medium 645 37°C,,,,8581,15915,1,2858.0,,2019-03-28 08:54:53
3397,DSM_45248.jpg,N:/database/ACC/microbiology/Images/,,https://www.dsmz.de/microorganisms/photos/DSM_45248.jpg,,jpeg,© Leibniz-Institut DSMZ,(C) Leibniz-Institut DSMZ-Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH,Medium 554 28°C,,,,8011,15928,1,2859.0,,2019-03-28 08:54:53
3398,DSM_45249.jpg,N:/database/ACC/microbiology/Images/,,https://www.dsmz.de/microorganisms/photos/DSM_45249.jpg,,jpeg,© Leibniz-Institut DSMZ,(C) Leibniz-Institut DSMZ-Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH,Medium 65 28°C,,,,17638,15931,1,2860.0,,2019-03-28 08:54:53
3399,DSM_45250.jpg,N:/database/ACC/microbiology/Images/,,https://www.dsmz.de/microorganisms/photos/DSM_45250.jpg,,jpeg,© Leibniz-Institut DSMZ,(C) Leibniz-Institut DSMZ-Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH,Medium 65 28°C,,,,17639,15932,1,2861.0,,2019-03-28 08:54:53
3400,DSM_45251.jpg,N:/database/ACC/microbiology/Images/,,https://www.dsmz.de/microorganisms/photos/DSM_45251.jpg,,jpeg,© Leibniz-Institut DSMZ,(C) Leibniz-Institut DSMZ-Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH,Medium 554 28°C,,,,17003,15916,1,2862.0,,2019-03-28 08:54:53
3402,DSM_45254.jpg,N:/database/ACC/microbiology/Images/,,https://www.dsmz.de/microorganisms/photos/DSM_45254.jpg,,jpeg,© Leibniz-Institut DSMZ,(C) Leibniz-Institut DSMZ-Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH,Medium 535a 37°C,,,,3231,15918,1,2865.0,,2019-03-28 08:54:53
3403,DSM_45255.jpg,N:/database/ACC/microbiology/Images/,,https://www.dsmz.de/microorganisms/photos/DSM_45255.jpg,,jpeg,© Leibniz-Institut DSMZ,(C) Leibniz-Institut DSMZ-Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH,Medium 645 37°C,,,,8583,15933,1,2866.0,,2019-03-28 08:54:53
3404,DSM_45256.jpg,N:/database/ACC/microbiology/Images/,,https://www.dsmz.de/microorganisms/photos/DSM_45256.jpg,,jpeg,© Leibniz-Institut DSMZ,(C) Leibniz-Institut DSMZ-Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH,Medium 65 28°C,,,,13402,15898,1,2867.0,,2019-03-28 08:54:53
3405,DSM_45257.jpg,N:/database/ACC/microbiology/Images/,,https://www.dsmz.de/microorganisms/photos/DSM_45257.jpg,,jpeg,© Leibniz-Institut DSMZ,(C) Leibniz-Institut DSMZ-Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH,Medium 535 28°C,,,,11047,16010,1,2868.0,,2019-03-28 08:54:53
3406,DSM_45258.jpg,N:/database/ACC/microbiology/Images/,,https://www.dsmz.de/microorganisms/photos/DSM_45258.jpg,,jpeg,© Leibniz-Institut DSMZ,(C) Leibniz-Institut DSMZ-Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH,Medium 65 28°C,,,,17886,16009,1,2869.0,,2019-03-28 08:54:53
3407,DSM_45259.jpg,N:/database/ACC/microbiology/Images/,,https://www.dsmz.de/microorganisms/photos/DSM_45259.jpg,,jpeg,© Leibniz-Institut DSMZ,(C) Leibniz-Institut DSMZ-Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH,Medium 65 28°C,,,,13269,16011,1,2870.0,,2019-03-28 08:54:53
3408,DSM_45260.jpg,N:/database/ACC/microbiology/Images/,,https://www.dsmz.de/microorganisms/photos/DSM_45260.jpg,,jpeg,© Leibniz-Institut DSMZ,(C) Leibniz-Institut DSMZ-Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH,Medium 65 28°C,,,,7876,16012,1,2871.0,,2019-03-28 08:54:53
3409,DSM_45262.jpg,N:/database/ACC/microbiology/Images/,,https://www.dsmz.de/microorganisms/photos/DSM_45262.jpg,,jpeg,© Leibniz-Institut DSMZ,(C) Leibniz-Institut DSMZ-Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH,Medium 84 55°C,,,,16747,16034,1,2873.0,,2019-03-28 08:54:53
3410,DSM_45263.jpg,N:/database/ACC/microbiology/Images/,,https://www.dsmz.de/microorganisms/photos/DSM_45263.jpg,,jpeg,© Leibniz-Institut DSMZ,(C) Leibniz-Institut DSMZ-Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH,Medium 830 55°C,,,,16748,16035,1,2874.0,,2019-03-28 08:54:53
3411,DSM_45264.jpg,N:/database/ACC/microbiology/Images/,,https://www.dsmz.de/microorganisms/photos/DSM_45264.jpg,,jpeg,© Leibniz-Institut DSMZ,(C) Leibniz-Institut DSMZ-Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH,Medium 1261 37°C,,,,13318,15861,1,2875.0,,2019-03-28 08:54:53
3413,DSM_45266.jpg,N:/database/ACC/microbiology/Images/,,https://www.dsmz.de/microorganisms/photos/DSM_45266.jpg,,jpeg,© Leibniz-Institut DSMZ,(C) Leibniz-Institut DSMZ-Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH,Medium 1261 37°C,,,,13320,16072,1,2877.0,,2019-03-28 08:54:53
3414,DSM_45267.jpg,N:/database/ACC/microbiology/Images/,,https://www.dsmz.de/microorganisms/photos/DSM_45267.jpg,,jpeg,© Leibniz-Institut DSMZ,(C) Leibniz-Institut DSMZ-Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH,Medium 1159 37°C,,,,13321,16073,1,2878.0,,2019-03-28 08:54:53
3415,DSM_45268.jpg,N:/database/ACC/microbiology/Images/,,https://www.dsmz.de/microorganisms/photos/DSM_45268.jpg,,jpeg,© Leibniz-Institut DSMZ,(C) Leibniz-Institut DSMZ-Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH,Medium 65 28°C,,,,13323,16076,1,2879.0,,2019-03-28 08:54:53
3416,DSM_45269.jpg,N:/database/ACC/microbiology/Images/,,https://www.dsmz.de/microorganisms/photos/DSM_45269.jpg,,jpeg,© Leibniz-Institut DSMZ,(C) Leibniz-Institut DSMZ-Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH,Medium 554 28°C,,,,13472,16077,1,2880.0,,2019-03-28 08:54:53
3417,DSM_45271.jpg,N:/database/ACC/microbiology/Images/,,https://www.dsmz.de/microorganisms/photos/DSM_45271.jpg,,jpeg,© Leibniz-Institut DSMZ,(C) Leibniz-Institut DSMZ-Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH,Medium 65 28°C,,,,6328,16078,1,2882.0,,2019-03-28 08:54:53
3418,DSM_45272.jpg,N:/database/ACC/microbiology/Images/,,https://www.dsmz.de/microorganisms/photos/DSM_45272.jpg,,jpeg,© Leibniz-Institut DSMZ,(C) Leibniz-Institut DSMZ-Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH,Medium 65 28°C,,,,23215,19273,1,2883.0,,2019-03-28 08:54:53
3419,DSM_45274.jpg,N:/database/ACC/microbiology/Images/,,https://www.dsmz.de/microorganisms/photos/DSM_45274.jpg,,jpeg,© Leibniz-Institut DSMZ,(C) Leibniz-Institut DSMZ-Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH,Medium 693 37°C,,,,3236,16079,1,2885.0,,2019-03-28 08:54:53
3426,DSM_45285.jpg,N:/database/ACC/microbiology/Images/,,https://www.dsmz.de/microorganisms/photos/DSM_45285.jpg,,jpeg,© Leibniz-Institut DSMZ,(C) Leibniz-Institut DSMZ-Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH,Medium 65 28°C,,,,13271,16154,1,2896.0,,2019-03-28 08:54:53
3428,DSM_45300.jpg,N:/database/ACC/microbiology/Images/,,https://www.dsmz.de/microorganisms/photos/DSM_45300.jpg,,jpeg,© Leibniz-Institut DSMZ,(C) Leibniz-Institut DSMZ-Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH,Medium 65 28°C,,,,13410,16156,1,2907.0,,2019-03-28 08:54:53
3429,DSM_45301.jpg,N:/database/ACC/microbiology/Images/,,https://www.dsmz.de/microorganisms/photos/DSM_45301.jpg,,jpeg,© Leibniz-Institut DSMZ,(C) Leibniz-Institut DSMZ-Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH,Medium 65 28°C,,,,13408,16157,1,2908.0,,2019-03-28 08:54:53
3431,DSM_45303.jpg,N:/database/ACC/microbiology/Images/,,https://www.dsmz.de/microorganisms/photos/DSM_45303.jpg,,jpeg,© Leibniz-Institut DSMZ,(C) Leibniz-Institut DSMZ-Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH,Medium 65 28°C,,,,139854,42462,1,2910.0,,2019-03-28 08:54:53
3432,DSM_45304.jpg,N:/database/ACC/microbiology/Images/,,https://www.dsmz.de/microorganisms/photos/DSM_45304.jpg,,jpeg,© Leibniz-Institut DSMZ,(C) Leibniz-Institut DSMZ-Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH,Medium 65 28°C,,,,5846,16159,1,2911.0,,2019-03-28 08:54:53
3434,DSM_45322.jpg,N:/database/ACC/microbiology/Images/,,https://www.dsmz.de/microorganisms/photos/DSM_45322.jpg,,jpeg,© Leibniz-Institut DSMZ,(C) Leibniz-Institut DSMZ-Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH,Medium 65 28°C,,,,13382,16222,1,2915.0,,2019-03-28 08:54:53
3435,DSM_45323.jpg,N:/database/ACC/microbiology/Images/,,https://www.dsmz.de/microorganisms/photos/DSM_45323.jpg,,jpeg,© Leibniz-Institut DSMZ,(C) Leibniz-Institut DSMZ-Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH,Medium 65 28°C,,,,7878,16291,1,2916.0,,2019-03-28 08:54:53
3436,DSM_45324.jpg,N:/database/ACC/microbiology/Images/,,https://www.dsmz.de/microorganisms/photos/DSM_45324.jpg,,jpeg,© Leibniz-Institut DSMZ,(C) Leibniz-Institut DSMZ-Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH,Medium 554 28°C,,,,7877,16292,1,2917.0,,2019-03-28 08:54:53
3437,DSM_45333.jpg,N:/database/ACC/microbiology/Images/,,https://www.dsmz.de/microorganisms/photos/DSM_45333.jpg,,jpeg,© Leibniz-Institut DSMZ,(C) Leibniz-Institut DSMZ-Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH,Medium 535 37°C,,,,3181,16295,1,2919.0,,2019-03-28 08:54:53
3438,DSM_45334.jpg,N:/database/ACC/microbiology/Images/,,https://www.dsmz.de/microorganisms/photos/DSM_45334.jpg,,jpeg,© Leibniz-Institut DSMZ,(C) Leibniz-Institut DSMZ-Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH,Medium 65 28°C,,,,4262,16296,1,2920.0,,2019-03-28 08:54:53
3439,DSM_45340-1.jpg,N:/database/ACC/microbiology/Images/,,https://www.dsmz.de/microorganisms/photos/DSM_45340-1.jpg,,jpeg,© Leibniz-Institut DSMZ,(C) Leibniz-Institut DSMZ-Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH,,,,,10827,16299,1,,,2019-03-28 08:54:53
3440,DSM_45340.jpg,N:/database/ACC/microbiology/Images/,,https://www.dsmz.de/microorganisms/photos/DSM_45340.jpg,,jpeg,© Leibniz-Institut DSMZ,(C) Leibniz-Institut DSMZ-Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH,Medium 215 37°C,,,,10827,16299,1,2924.0,,2019-03-28 08:54:53
3441,DSM_45343.jpg,N:/database/ACC/microbiology/Images/,,https://www.dsmz.de/microorganisms/photos/DSM_45343.jpg,,jpeg,© Leibniz-Institut DSMZ,(C) Leibniz-Institut DSMZ-Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH,Medium 645 28°C,,,,8572,16333,1,2927.0,,2019-03-28 08:54:53
3442,DSM_45344.jpg,N:/database/ACC/microbiology/Images/,,https://www.dsmz.de/microorganisms/photos/DSM_45344.jpg,,jpeg,© Leibniz-Institut DSMZ,(C) Leibniz-Institut DSMZ-Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH,Medium 554 28°C,,,,8014,16337,1,2928.0,,2019-03-28 08:54:53
3444,DSM_45346.jpg,N:/database/ACC/microbiology/Images/,,https://www.dsmz.de/microorganisms/photos/DSM_45346.jpg,,jpeg,© Leibniz-Institut DSMZ,(C) Leibniz-Institut DSMZ-Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH,Medium 65 28°C,,,,16997,16340,1,2930.0,,2019-03-28 08:54:53
3446,DSM_45348.jpg,N:/database/ACC/microbiology/Images/,,https://www.dsmz.de/microorganisms/photos/DSM_45348.jpg,,jpeg,© Leibniz-Institut DSMZ,(C) Leibniz-Institut DSMZ-Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH,Medium 535 28°C,,,,8042,16342,1,2932.0,,2019-03-28 08:54:53
3448,DSM_45351.jpg,N:/database/ACC/microbiology/Images/,,https://www.dsmz.de/microorganisms/photos/DSM_45351.jpg,,jpeg,© Leibniz-Institut DSMZ,(C) Leibniz-Institut DSMZ-Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH,Medium 535 28°C,,,,13406,16288,1,2934.0,,2019-03-28 08:54:53
3449,DSM_45353.jpg,N:/database/ACC/microbiology/Images/,,https://www.dsmz.de/microorganisms/photos/DSM_45353.jpg,,jpeg,© Leibniz-Institut DSMZ,(C) Leibniz-Institut DSMZ-Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH,Medium 65 28°C,,,,10825,16308,1,2935.0,,2019-03-28 08:54:53
3451,DSM_45354.jpg,N:/database/ACC/microbiology/Images/,,https://www.dsmz.de/microorganisms/photos/DSM_45354.jpg,,jpeg,© Leibniz-Institut DSMZ,(C) Leibniz-Institut DSMZ-Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH,Medium 65 28°C,,,,11162,16346,1,2120.0,,2019-03-28 08:54:53
3452,DSM_45355.jpg,N:/database/ACC/microbiology/Images/,,https://www.dsmz.de/microorganisms/photos/DSM_45355.jpg,,jpeg,© Leibniz-Institut DSMZ,(C) Leibniz-Institut DSMZ-Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH,Medium 65 28°C,,,,24255,21222,1,2936.0,,2019-03-28 08:54:53
3454,DSM_45357.jpg,N:/database/ACC/microbiology/Images/,,https://www.dsmz.de/microorganisms/photos/DSM_45357.jpg,,jpeg,© Leibniz-Institut DSMZ,(C) Leibniz-Institut DSMZ-Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH,Medium 535 28°C,,,,17825,16348,1,2938.0,,2019-03-28 08:54:53
3455,DSM_45362.jpg,N:/database/ACC/microbiology/Images/,,https://www.dsmz.de/microorganisms/photos/DSM_45362.jpg,,jpeg,© Leibniz-Institut DSMZ,(C) Leibniz-Institut DSMZ-Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH,Medium 65 28°C,,,,8051,16410,1,2940.0,,2019-03-28 08:54:53
3456,DSM_45363.jpg,N:/database/ACC/microbiology/Images/,,https://www.dsmz.de/microorganisms/photos/DSM_45363.jpg,,jpeg,© Leibniz-Institut DSMZ,(C) Leibniz-Institut DSMZ-Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH,Medium 645 37°C,,,,8402,16412,1,2941.0,,2019-03-28 08:54:53
3458,DSM_45365.jpg,N:/database/ACC/microbiology/Images/,,https://www.dsmz.de/microorganisms/photos/DSM_45365.jpg,,jpeg,© Leibniz-Institut DSMZ,(C) Leibniz-Institut DSMZ-Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH,Medium 65 28°C,,,,8032,16364,1,2943.0,,2019-03-28 08:54:53
3459,DSM_45367.jpg,N:/database/ACC/microbiology/Images/,,https://www.dsmz.de/microorganisms/photos/DSM_45367.jpg,,jpeg,© Leibniz-Institut DSMZ,(C) Leibniz-Institut DSMZ-Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH,Medium 65 28°C,,,,13396,16414,1,2945.0,,2019-03-28 08:54:53
3460,DSM_45372.jpg,N:/database/ACC/microbiology/Images/,,https://www.dsmz.de/microorganisms/photos/DSM_45372.jpg,,jpeg,© Leibniz-Institut DSMZ,(C) Leibniz-Institut DSMZ-Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH,Medium 65 28°C,,,,17379,16370,1,2950.0,,2019-03-28 08:54:53
3461,DSM_45382.jpg,N:/database/ACC/microbiology/Images/,,https://www.dsmz.de/microorganisms/photos/DSM_45382.jpg,,jpeg,© Leibniz-Institut DSMZ,(C) Leibniz-Institut DSMZ-Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH,Medium 65 28°C,,,,16570,16546,1,2737.0,,2019-03-28 08:54:53
3463,DSM_45385.jpg,N:/database/ACC/microbiology/Images/,,https://www.dsmz.de/microorganisms/photos/DSM_45385.jpg,,jpeg,© Leibniz-Institut DSMZ,(C) Leibniz-Institut DSMZ-Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH,Medium 65 28°C,,,,16568,16484,1,2738.0,,2019-03-28 08:54:53
3464,DSM_45386.jpg,N:/database/ACC/microbiology/Images/,,https://www.dsmz.de/microorganisms/photos/DSM_45386.jpg,,jpeg,© Leibniz-Institut DSMZ,(C) Leibniz-Institut DSMZ-Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH,Medium 65 28°C,,,,8053,16485,1,2954.0,,2019-03-28 08:54:53
3466,DSM_45388.jpg,N:/database/ACC/microbiology/Images/,,https://www.dsmz.de/microorganisms/photos/DSM_45388.jpg,,jpeg,© Leibniz-Institut DSMZ,(C) Leibniz-Institut DSMZ-Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH,Medium 65 45°C,,,,130973,22265,1,2956.0,,2019-03-28 08:54:53
3467,DSM_45390.jpg,N:/database/ACC/microbiology/Images/,,https://www.dsmz.de/microorganisms/photos/DSM_45390.jpg,,jpeg,© Leibniz-Institut DSMZ,(C) Leibniz-Institut DSMZ-Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH,Medium 65 28°C,,,,13436,16487,1,1032.0,,2019-03-28 08:54:53
