ID_culture_collection,Acronym_col,Acronym_col_num,URL_general,URL_str_num,Culture_Collection,last_change,matches_count
1873,DHoT,DHoT,,,?,2021-10-07 06:09:41,0
1874,UAH,UAH,,,?,2021-10-07 06:13:03,0
1875,NLT,NLT,,,?,2021-10-07 06:11:48,0
1876,Herrer,Herrer,,,?,2021-10-07 06:10:22,0
1877,ADZ,ADZ,,,?,2021-10-07 06:08:28,0
1878,Bejo,Bejo,,,?,2021-10-07 06:08:49,0
1879,BGP,BGP,,,?,2021-10-07 06:08:50,0
1880,CHPA,CHPA,,,?,2021-10-07 06:09:20,0
1881,Croize,Croize,,,?,2021-10-07 06:09:31,0
1882,Long,Long,,,?,2021-10-07 06:11:14,0
1883,Oak,Oak,,,?,2021-10-07 06:11:55,0
1884,MMS,MMS,,,?,2021-10-07 06:11:29,0
1885,SHRIMP,SHRIMP,,,?,2021-10-07 06:12:35,0
1886,Shizuoka,Shizuoka,,,?,2021-10-07 06:12:35,0
1887,Bermudagrass,Bermudagrass,,,?,2021-10-07 06:08:50,0
1888,MUSA,MUSA,,,?,2021-10-07 06:11:36,0
1889,EPLC,EPLC,,,?,2021-10-07 06:09:55,0
1890,SANAE,SANAE,,,?,2021-10-07 06:12:27,0
1891,QIA,QIA,,,?,2021-10-07 06:12:15,0
1892,YTM,YTM,,,?,2021-10-07 06:13:29,0
1893,SLV,SLV,,,?,2021-10-07 06:12:38,0
1894,Ruye,Ruye,,,?,2021-10-07 06:12:25,0
1895,Ballard,Ballard,,,?,2021-10-07 06:08:44,0
1896,ACA,ACA,,,?,2021-10-07 06:08:26,0
1897,SYR,SYR,,,?,2021-10-07 06:12:48,1
1898,PALS,PALS,,,?,2021-10-07 06:12:01,0
1899,Jayaraman,Jayaraman,,,?,2021-10-07 06:10:50,0
1900,Guthof,Guthof,,,?,2021-10-07 06:10:17,0
1901,GHS,GHS,,,?,2021-10-07 06:10:09,0
1902,MobM,MobM,,,?,2021-10-07 06:11:29,0
1903,ASS,ASS,,,?,2021-10-07 06:08:40,0
1904,CTT,CTT,,,?,2021-10-07 06:09:33,1
1905,Simmons,Simmons,,,?,2021-10-07 06:12:36,0
1906,BInIX,BInIX,,,?,2021-10-07 06:08:51,0
1907,CMU,CMU,,,?,2021-10-07 06:09:26,1
1908,Welshimer,Welshimer,,,?,2021-10-07 06:13:19,0
1909,Kunstyr,Kunstyr,,,?,2021-10-07 06:11:04,0
1910,Dys,Dys,,,?,2021-10-07 06:09:51,0
1911,Kompantseva,Kompantseva,,,?,2021-10-07 06:11:02,0
1912,PMS,PMS,,,?,2021-10-07 06:12:08,0
1913,TAR,TAR,,,?,2021-10-07 06:12:50,0
1914,Ndbn,Ndbn,,,?,2021-10-07 06:11:44,0
1915,Kloos,Kloos,,,?,2021-10-07 06:10:59,0
1916,UKS,UKS,,,?,2021-10-07 06:13:07,1
1917,THK,THK,,,?,2021-10-07 06:12:55,0
1918,Okami,Okami,,,?,2021-10-07 06:11:57,0
1919,XCD,XCD,,,?,2021-10-07 06:13:24,0
1920,Imhoff,Imhoff,,,?,2021-10-07 06:10:40,0
1921,Hwa,Hwa,,,?,2021-10-07 06:10:30,0
1922,SpaWB,SpaWB,,,?,2021-10-07 06:12:41,0
1923,UFMG,UFMG,,,?,2021-10-07 06:13:06,0
1924,GHD,GHD,,,?,2021-10-07 06:10:09,0
1925,DCB,DCB,,,?,2021-10-07 06:09:39,0
1926,PAY,PAY,,,?,2021-10-07 06:12:02,0
1927,HUB,HUB,,,?,2021-10-07 06:10:29,0
1928,CKA,CKA,,,?,2021-10-07 06:09:23,0
1929,IITR,IITR,,,?,2021-10-07 06:10:38,0
1930,YSS,YSS,,,?,2021-10-07 06:13:28,0
1931,Shope,Shope,,,?,2021-10-07 06:12:35,1
1932,KNDSS,KNDSS,,,?,2021-10-07 06:11:01,0
1933,CDT,CDT,,,?,2021-10-07 06:09:14,0
1934,NIID,NIID,,,?,2021-10-07 06:11:47,0
1935,GYSW,GYSW,,,?,2021-10-07 06:10:18,0
1936,Pizzo,Pizzo,,,?,2021-10-07 06:12:07,1
1937,KTCe,KTCe,,,?,2021-10-07 06:11:03,0
1938,Gyprop,Gyprop,,,?,2021-10-07 06:10:18,0
1939,ASL,ASL,,,?,2021-10-07 06:08:40,0
1940,JSP,JSP,,,?,2021-10-07 06:10:54,0
1941,WSM,WSM,,,?,2021-10-07 06:13:22,8
1942,DGO,DGO,,,?,2021-10-07 06:09:41,0
1943,KWS,KWS,,,?,2021-10-07 06:11:05,0
1944,RMV,RMV,,,?,2021-10-07 06:12:22,0
1945,Schefferle,Schefferle,,,?,2021-10-07 06:12:30,0
1946,CLM,CLM,,,?,2021-10-07 06:09:23,0
1947,GSLS,GSLS,,,?,2021-10-07 06:10:15,0
1948,SRB,SRB,,,?,2021-10-07 06:12:43,1
1949,GLU,GLU,,,?,2021-10-07 06:10:12,1
1950,Gerner,Gerner,,,?,2021-10-07 06:10:08,0
1951,UNI,UNI,,,?,2021-10-07 06:13:09,0
1952,SAORIC,SAORIC,,,?,2021-10-07 06:12:27,0
1953,Kobatake,Kobatake,,,?,2021-10-07 06:11:01,0
1954,SFC,SFC,,,?,2021-10-07 06:12:33,0
1955,Wilmington,Wilmington,,,?,2021-10-07 06:13:20,0
1956,TGB,TGB,,,?,2021-10-07 06:12:54,0
1957,GUT,GUT,,,?,2021-10-07 06:10:17,0
1958,SHK,SHK,,,?,2021-10-07 06:12:35,0
1959,Parker,Parker,,,?,2021-10-07 06:12:02,0
1960,Hinz,Hinz,,,?,2021-10-07 06:10:24,0
1961,MSS,MSS,,,?,2021-10-07 06:11:33,1
1962,Belluno,Belluno,,,?,2021-10-07 06:08:49,0
1963,NSZ,NSZ,,,?,2021-10-07 06:11:52,0
1964,Vaf,Vaf,,,?,2021-10-07 06:13:13,0
1965,Breinl,Breinl,,,?,2021-10-07 06:08:57,0
1966,Goodfellow,Goodfellow,,,?,2021-10-07 06:10:13,0
1967,Gabara,Gabara,,,?,2021-10-07 06:10:06,0
1968,Kurume,Kurume,,,?,2021-10-07 06:11:05,0
1969,MPOB,MPOB,,,?,2021-10-07 06:11:31,0
1970,Tindari,Tindari,,,?,2021-10-07 06:12:56,1
1971,ASC,ASC,,,?,2021-10-07 06:08:40,0
1972,Halo,Halo,,,?,2021-10-07 06:10:19,1
1973,Albert,Albert,,,?,2021-10-07 06:08:32,0
1974,MaPVR,MaPVR,,,?,2021-10-07 06:11:19,0
1975,Cos,Cos,,,?,2021-10-07 06:09:29,0
1976,TDMA,TDMA,,,?,2021-10-07 06:12:52,0
1977,PYR,PYR,,,?,2021-10-07 06:12:14,0
1978,GKZPZ,GKZPZ,,,?,2021-10-07 06:10:12,0
1979,PWS,PWS,,,?,2021-10-07 06:12:14,0
1980,GHTF,GHTF,,,?,2021-10-07 06:10:10,0
1981,YSRA,YSRA,,,?,2021-10-07 06:13:28,0
1982,Diab,Diab,,,?,2021-10-07 06:09:42,0
1983,MHS,MHS,,,?,2021-10-07 06:11:25,0
1984,YUAN,YUAN,,,?,2021-10-07 06:13:29,0
1985,RIII,RIII,,,?,2021-10-07 06:12:20,0
1986,Nidelven,Nidelven,,,?,2021-10-07 06:11:46,0
1987,NTAP,NTAP,,,?,2021-10-07 06:11:52,0
1988,Bejaia,Bejaia,,,?,2021-10-07 06:08:49,0
1989,CTM,CTM,,,?,2021-10-07 06:09:33,1
1990,NCYUAS,NCYUAS,,,?,2021-10-07 06:11:43,0
1991,Psittacosis,Psittacosis,,,?,2021-10-07 06:12:12,0
1992,OLi,OLi,,,?,2021-10-07 06:11:58,0
1993,BJQ,BJQ,,,?,2021-10-07 06:08:52,0
1994,JWB,JWB,,,?,2021-10-07 06:10:55,0
1995,SaV,SaV,,,?,2021-10-07 06:12:28,0
1996,Hadley,Hadley,,,?,2021-10-07 06:10:18,0
1997,BJGN,BJGN,,,?,2021-10-07 06:08:52,0
1998,HAN,HAN,,,?,2021-10-07 06:10:19,1
1999,ALT,ALT,,,?,2021-10-07 06:08:34,0
2000,CSE,CSE,,,?,2021-10-07 06:09:32,0
2001,Dsem,Dsem,,,?,2021-10-07 06:09:49,0
2002,PassWB,PassWB,,,?,2021-10-07 06:12:02,0
2003,LLR,LLR,,,?,2021-10-07 06:11:12,0
2004,TCB,TCB,,,?,2021-10-07 06:12:51,0
2005,Janssen,Janssen,,,?,2021-10-07 06:10:50,0
2006,UCMJ,UCMJ,,,?,2021-10-07 06:13:06,0
2007,UNMC,UNMC,,,?,2021-10-07 06:13:09,0
2008,JdF,JdF,,,?,2021-10-07 06:10:52,0
2009,RCU,RCU,,,?,2021-10-07 06:12:18,0
2010,PETC,PETC,,,?,2021-10-07 06:12:04,0
2011,Kondratieva,Kondratieva,,,?,2021-10-07 06:11:02,0
2012,HJTF,HJTF,,,?,2021-10-07 06:10:24,0
2013,FDF,FDF,,,?,2021-10-07 06:09:59,0
2014,HYC,HYC,,,?,2021-10-07 06:10:30,0
2015,BBQ,BBQ,,,?,2021-10-07 06:08:45,0
2016,Eaton,Eaton,,,?,2021-10-07 06:09:52,0
2017,JMM,JMM,,,?,2021-10-07 06:10:54,0
2018,Fuji,Fuji,,,?,2021-10-07 06:10:06,0
2019,Ind,Ind,,,?,2021-10-07 06:10:42,1
2020,SES,SES,,,?,2021-10-07 06:12:32,0
2021,KNDSW,KNDSW,,,?,2021-10-07 06:11:01,0
2022,NKK,NKK,,,?,2021-10-07 06:11:48,0
2023,CWBI,CWBI,,,?,2021-10-07 06:09:35,0
2024,BVP,BVP,,,?,2021-10-07 06:09:00,0
2025,AZO,AZO,,,?,2021-10-07 06:08:43,0
2026,Oklahoma,Oklahoma,,,?,2021-10-07 06:11:58,0
2027,MDSW,MDSW,,,?,2021-10-07 06:11:23,0
2028,MTT,MTT,,,?,2021-10-07 06:11:34,0
2029,CDM,CDM,,,?,2021-10-07 06:09:14,0
2030,MEBiC,MEBiC,,,?,2021-10-07 06:11:24,9
2031,FarD,FarD,,,?,2021-10-07 06:09:57,0
2032,CPJVR,CPJVR,,,?,2021-10-07 06:09:29,0
2033,IbRM,IbRM,,,?,2021-10-07 06:10:33,0
2034,BBS,BBS,,,?,2021-10-07 06:08:45,0
2035,Sph,Sph,,,?,2021-10-07 06:12:42,2
2036,Yabuuchi,Yabuuchi,,,?,2021-10-07 06:13:25,0
2037,LegM,LegM,,,?,2021-10-07 06:11:08,0
2038,UasXn,UasXn,,,?,2021-10-07 06:13:04,0
2039,RYD,RYD,,,?,2021-10-07 06:12:26,0
2040,Rcp,Rcp,,,?,2021-10-07 06:12:17,0
2041,APO,APO,,,?,2021-10-07 06:08:38,0
2042,BWB,BWB,,,?,2021-10-07 06:09:00,0
2043,Dae,Dae,,,?,2021-10-07 06:09:36,4
2044,TAW,TAW,,,?,2021-10-07 06:12:50,0
2045,SPS,SPS,,,?,2021-10-07 06:12:42,0
2046,Bottone,Bottone,,,?,2021-10-07 06:08:56,0
2047,PDB,PDB,,,?,2021-10-07 06:12:04,1
2048,IIBM,IIBM,,,?,2021-10-07 06:10:38,0
2049,Socransky,Socransky,,,?,2021-10-07 06:12:41,0
2050,XINach,XINach,,,?,2021-10-07 06:13:24,0
2051,OhILAs,OhILAs,,,?,2021-10-07 06:11:57,0
2052,ThSch,ThSch,,,?,2021-10-07 06:12:55,0
2053,Mok,Mok,,,?,2021-10-07 06:11:29,0
2054,TEGR,TEGR,,,?,2021-10-07 06:12:52,0
2055,TMA,TMA,,,?,2021-10-07 06:12:57,1
2056,Ace,Ace,,,?,2021-10-07 06:08:26,0
2057,Che,Che,,,?,2021-10-07 06:09:19,0
2058,DPG,DPG,,,?,2021-10-07 06:09:47,0
2059,Wisconsin,Wisconsin,,,?,2021-10-07 06:13:21,0
2060,Coronado,Coronado,,,?,2021-10-07 06:09:29,0
2061,TATLOCK,TATLOCK,,,?,2021-10-07 06:12:50,0
2062,SZDIS,SZDIS,,,?,2021-10-07 06:12:48,0
2063,RASEN,RASEN,,,?,2021-10-07 06:12:16,0
2064,Patoc,Patoc,,,?,2021-10-07 06:12:02,0
2065,SLH,SLH,,,?,2021-10-07 06:12:38,1
2066,UdG,UdG,,,?,2021-10-07 06:13:06,0
2067,PCIT,PCIT,,,?,2021-10-07 06:12:03,0
2068,Dye,Dye,,,?,2021-10-07 06:09:51,0
2069,IMO,IMO,,,?,2021-10-07 06:10:40,0
2070,Singapore,Singapore,,,?,2021-10-07 06:12:36,0
2071,FLN,FLN,,,?,2021-10-07 06:10:02,0
2072,Sta,Sta,,,?,2021-10-07 06:12:45,0
2073,PPLB,PPLB,,,?,2021-10-07 06:12:10,0
2074,Identified,Identified,,,?,2021-10-07 06:10:35,0
2075,BAG,BAG,,,?,2021-10-07 06:08:44,0
2076,SBR,SBR,,,?,2021-10-07 06:12:29,1
2077,THYL,THYL,,,?,2021-10-07 06:12:55,0
2078,ArB,ArB,,,?,2021-10-07 06:08:38,1
2079,PerGlyS,PerGlyS,,,?,2021-10-07 06:12:04,0
2080,Okinawa,Okinawa,,,?,2021-10-07 06:11:57,0
2081,APA,APA,,,?,2021-10-07 06:08:37,0
2082,FJAT,FJAT,,,?,2021-10-07 06:10:01,1
2083,Buc,Buc,,,?,2021-10-07 06:08:59,0
2084,TUD,TUD,,,?,2021-10-07 06:13:02,0
2085,KSL,KSL,,,?,2021-10-07 06:11:03,0
2086,TGE,TGE,,,?,2021-10-07 06:12:54,0
2087,YCS,YCS,,,?,2021-10-07 06:13:26,0
2088,HFTH,HFTH,,,?,2021-10-07 06:10:23,0
2089,Isley,Isley,,,?,2021-10-07 06:10:46,0
2090,JSN,JSN,,,?,2021-10-07 06:10:54,0
2091,KEM,KEM,,,?,2021-10-07 06:10:57,0
2092,TTN,TTN,,,?,2021-10-07 06:13:02,0
2093,Tese,Tese,,,?,2021-10-07 06:12:52,0
2094,LBY,LBY,,,?,2021-10-07 06:11:07,0
2095,Grapes,Grapes,,,?,2021-10-07 06:10:14,0
2096,SVCO,SVCO,,,?,2021-10-07 06:12:47,0
2097,NariEX,NariEX,,,?,2021-10-07 06:11:38,0
2098,PUP,PUP,,,?,2021-10-07 06:12:13,0
2099,KLB,KLB,,,?,2021-10-07 06:10:59,0
2100,PSR,PSR,,,?,2021-10-07 06:12:12,0
2101,Muenster,Muenster,,,?,2021-10-07 06:11:35,1
2102,GISW,GISW,,,?,2021-10-07 06:10:10,0
2103,AML,AML,,,?,2021-10-07 06:08:35,0
2104,IntervalesT,IntervalesT,,,?,2021-10-07 06:10:43,0
2105,EIGI,EIGI,,,?,2021-10-07 06:09:53,0
2106,CKOBP,CKOBP,,,?,2021-10-07 06:09:23,0
2107,GIH,GIH,,,?,2021-10-07 06:10:10,0
2108,CVS,CVS,,,?,2021-10-07 06:09:35,0
2109,LST,LST,,,?,2021-10-07 06:11:16,0
2110,Shinobu,Shinobu,,,?,2021-10-07 06:12:34,1
2111,RIPIT,RIPIT,,,?,2021-10-07 06:12:21,0
2112,PRQ,PRQ,,,?,2021-10-07 06:12:11,0
2113,AHQ,AHQ,,,?,2021-10-07 06:08:30,0
2114,ALgr,ALgr,,,?,2021-10-07 06:08:33,0
2115,Pss,Pss,,,?,2021-10-07 06:12:12,1
2116,CMho,CMho,,,?,2021-10-07 06:09:24,0
2117,Sax,Sax,,,?,2021-10-07 06:12:28,0
2118,TALS,TALS,,,?,2021-10-07 06:12:49,0
2119,Stanier,Stanier,,,?,2021-10-07 06:12:45,5
2120,Hugh,Hugh,,,?,2021-10-07 06:10:29,1
2121,Brazil,Brazil,,,?,2021-10-07 06:08:56,0
2122,Lactobacillus,Lactobacillus,,,?,2021-10-07 06:11:05,0
2123,HWB,HWB,,,?,2021-10-07 06:10:30,0
2124,Tol,Tol,,,?,2021-10-07 06:12:59,1
2125,INSLUZ,INSLUZ,,,?,2021-10-07 06:10:43,0
2126,SSW,SSW,,,?,2021-10-07 06:12:44,1
2127,WaZ,WaZ,,,?,2021-10-07 06:13:18,0
2128,HWDM,HWDM,,,?,2021-10-07 06:10:30,0
2129,ELO,ELO,,,?,2021-10-07 06:09:54,0
2130,Saopaulo,Saopaulo,,,?,2021-10-07 06:12:27,0
2131,AmH,AmH,,,?,2021-10-07 06:08:35,0
2132,SPM,SPM,,,?,2021-10-07 06:12:42,0
2133,DLS,DLS,,,?,2021-10-07 06:09:43,2
2134,WCHECl,WCHECl,,,?,2021-10-07 06:13:19,0
2135,HIO,HIO,,,?,2021-10-07 06:10:24,0
2136,Pfizer,Pfizer,,,?,2021-10-07 06:12:05,0
2137,THS,THS,,,?,2021-10-07 06:12:55,0
2138,CCP,CCP,,,?,2021-10-07 06:09:11,0
2139,HLJ,HLJ,,,?,2021-10-07 06:10:25,0
2140,MSR,MSR,,,?,2021-10-07 06:11:33,0
2141,SGT,SGT,,,?,2021-10-07 06:12:33,0
2142,Jordan,Jordan,,,?,2021-10-07 06:10:54,0
2143,KIBI,KIBI,,,?,2021-10-07 06:10:58,0
2144,SMP,SMP,,,?,2021-10-07 06:12:40,1
2145,ANAT,ANAT,,,?,2021-10-07 06:08:36,0
2146,Eant,Eant,,,?,2021-10-07 06:09:51,0
2147,PRD,PRD,,,?,2021-10-07 06:12:10,1
2148,JSS,JSS,,,?,2021-10-07 06:10:54,3
2149,The,The,,,?,2021-10-07 06:12:54,0
2150,GSW,GSW,,,?,2021-10-07 06:10:16,0
2151,AMMD,AMMD,,,?,2021-10-07 06:08:35,0
2152,SHSM,SHSM,,,?,2021-10-07 06:12:35,0
2153,Jyi,Jyi,,,?,2021-10-07 06:10:55,0
2154,HQQ,HQQ,,,?,2021-10-07 06:10:27,0
2155,MPL,MPL,,,?,2021-10-07 06:11:31,2
2156,ResAG,ResAG,,,?,2021-10-07 06:12:18,0
2157,JCC,JCC,,,?,2021-10-07 06:10:51,0
2158,UFRJ,UFRJ,,,?,2021-10-07 06:13:06,0
2159,Moss,Moss,,,?,2021-10-07 06:11:30,0
2160,Kondo,Kondo,,,?,2021-10-07 06:11:02,2
2161,LEGN,LEGN,,,?,2021-10-07 06:11:09,0
2162,See,See,,,?,2021-10-07 06:12:32,0
2163,Muc,Muc,,,?,2021-10-07 06:11:35,0
2164,ISM,ISM,,,?,2021-10-07 06:10:46,1
2165,BTS,BTS,,,?,2021-10-07 06:08:59,0
2166,MIL,MIL,,,?,2021-10-07 06:11:26,0
2167,ELCN,ELCN,,,?,2021-10-07 06:09:53,0
2168,Loup,Loup,,,?,2021-10-07 06:11:14,1
2169,Gylac,Gylac,,,?,2021-10-07 06:10:17,0
2170,HSRB,HSRB,,,?,2021-10-07 06:10:28,0
2171,FRIFIT,FRIFIT,,,?,2021-10-07 06:10:04,0
2172,Mayfield,Mayfield,,,?,2021-10-07 06:11:20,0
2173,IDSW,IDSW,,,?,2021-10-07 06:10:35,0
2174,MIAY,MIAY,,,?,2021-10-07 06:11:25,0
2175,Buff,Buff,,,?,2021-10-07 06:08:59,0
2176,BiosLi,BiosLi,,,?,2021-10-07 06:08:51,1
2177,LfWBR,LfWBR,,,?,2021-10-07 06:11:10,0
2178,ErySL,ErySL,,,?,2021-10-07 06:09:55,0
2179,SgZ,SgZ,,,?,2021-10-07 06:12:34,0
2180,Dubai,Dubai,,,?,2021-10-07 06:09:50,0
2181,ArhD,ArhD,,,?,2021-10-07 06:08:38,0
2182,OREX,OREX,,,?,2021-10-07 06:11:59,0
2183,Ogimi,Ogimi,,,?,2021-10-07 06:11:57,0
2184,SPR,SPR,,,?,2021-10-07 06:12:42,1
2185,AIR,AIR,,,?,2021-10-07 06:08:31,0
2186,TAC,TAC,,,?,2021-10-07 06:12:48,0
2187,tADL,tADL,,,?,2021-10-07 06:12:49,0
2188,BSA,BSA,,,?,2021-10-07 06:08:58,1
2189,ABO,ABO,,,?,2021-10-07 06:08:25,0
2190,TNe,TNe,,,?,2021-10-07 06:12:59,0
2191,Larkin,Larkin,,,?,2021-10-07 06:11:06,0
2192,DPSR,DPSR,,,?,2021-10-07 06:09:47,0
2193,Toronto,Toronto,,,?,2021-10-07 06:12:59,0
2194,MOZIV,MOZIV,,,?,2021-10-07 06:11:31,0
2195,Slots,Slots,,,?,2021-10-07 06:12:38,0
2196,KoFox,KoFox,,,?,2021-10-07 06:11:01,0
2197,Texas,Texas,,,?,2021-10-07 06:12:53,0
2198,AUST,AUST,,,?,2021-10-07 06:08:42,0
2199,KOx,KOx,,,?,2021-10-07 06:11:02,0
2200,Howell,Howell,,,?,2021-10-07 06:10:26,0
2201,CUAS,CUAS,,,?,2021-10-07 06:09:33,0
2202,CNX,CNX,,,?,2021-10-07 06:09:28,0
2203,UIA,UIA,,,?,2021-10-07 06:13:07,0
2204,CGI,CGI,,,?,2021-10-07 06:09:18,0
2205,EAG,EAG,,,?,2021-10-07 06:09:51,0
2206,JAL,JAL,,,?,2021-10-07 06:10:50,0
2207,DZE,DZE,,,?,2021-10-07 06:09:51,0
2208,OxB,OxB,,,?,2021-10-07 06:12:00,0
2209,ZWB,ZWB,,,?,2021-10-07 06:13:31,0
2210,AKO,AKO,,,?,2021-10-07 06:08:32,0
2211,HDSW,HDSW,,,?,2021-10-07 06:10:21,0
2212,HHBT,HHBT,,,?,2021-10-07 06:10:23,0
2213,Taichung,Taichung,,,?,2021-10-07 06:12:49,0
2214,Foster,Foster,,,?,2021-10-07 06:10:03,0
2215,HEL,HEL,,,?,2021-10-07 06:10:22,0
2216,TRO,TRO,,,?,2021-10-07 06:13:01,3
2217,RIKEN,RIKEN,,,?,2021-10-07 06:12:20,0
2218,China,China,,,?,2021-10-07 06:09:19,1
2219,ALA,ALA,,,?,2021-10-07 06:08:32,0
2220,DLE,DLE,,,?,2021-10-07 06:09:42,0
2221,SYBC,SYBC,,,?,2021-10-07 06:12:48,0
2222,HNA,HNA,,,?,2021-10-07 06:10:26,0
2223,SSKS,SSKS,,,?,2021-10-07 06:12:44,0
2224,GBSW,GBSW,,,?,2021-10-07 06:10:07,0
2225,Fukumoto,Fukumoto,,,?,2021-10-07 06:10:06,0
2226,SPL,SPL,,,?,2021-10-07 06:12:42,1
2227,TAM,TAM,,,?,2021-10-07 06:12:49,0
2228,MMB,MMB,,,?,2021-10-07 06:11:28,0
2229,LQY,LQY,,,?,2021-10-07 06:11:15,0
2230,DSS,DSS,,,?,2021-10-07 06:09:50,0
2231,ICH,ICH,,,?,2021-10-07 06:10:34,0
2232,TEYR,TEYR,,,?,2021-10-07 06:12:53,0
2233,SCTF,SCTF,,,?,2021-10-07 06:12:31,0
2234,CRSS,CRSS,,,?,2021-10-07 06:09:31,0
2235,HSL,HSL,,,?,2021-10-07 06:10:28,0
2236,Groll,Groll,,,?,2021-10-07 06:10:15,0
2237,WSJ,WSJ,,,?,2021-10-07 06:13:22,0
2238,CTN,CTN,,,?,2021-10-07 06:09:33,0
2239,Roche,Roche,,,?,2021-10-07 06:12:23,0
2240,ZLT,ZLT,,,?,2021-10-07 06:13:31,0
2241,CHL,CHL,,,?,2021-10-07 06:09:19,1
2242,BJSG,BJSG,,,?,2021-10-07 06:08:52,0
2243,CCJ,CCJ,,,?,2021-10-07 06:09:09,0
2244,NXU,NXU,,,?,2021-10-07 06:11:54,0
2245,NAS,NAS,,,?,2021-10-07 06:11:39,0
2246,GKX,GKX,,,?,2021-10-07 06:10:11,0
2247,VDY,VDY,,,?,2021-10-07 06:13:14,0
2248,Linn,Linn,,,?,2021-10-07 06:11:11,0
2249,BLAPIII,BLAPIII,,,?,2021-10-07 06:08:53,0
2250,SCS,SCS,,,?,2021-10-07 06:12:31,0
2251,AIS,AIS,,,?,2021-10-07 06:08:31,0
2252,VIS,VIS,,,?,2021-10-07 06:13:15,0
2253,Mount,Mount,,,?,2021-10-07 06:11:31,0
2254,XIN,XIN,,,?,2021-10-07 06:13:24,0
2255,BnSP,BnSP,,,?,2021-10-07 06:08:55,0
2256,RCML,RCML,,,?,2021-10-07 06:12:17,0
2257,IPL,IPL,,,?,2021-10-07 06:10:44,3
2258,SVAL,SVAL,,,?,2021-10-07 06:12:47,0
2259,RFM,RFM,,,?,2021-10-07 06:12:18,0
2260,ATCCBAA,ATCCBAA,,,?,2021-10-07 06:08:41,0
2261,SCM,SCM,,,?,2021-10-07 06:12:30,1
2262,RAG,RAG,,,?,2021-10-07 06:12:15,0
2263,MIO,MIO,,,?,2021-10-07 06:11:26,0
2264,RSBr,RSBr,,,?,2021-10-07 06:12:24,0
2265,SDRB,SDRB,,,?,2021-10-07 06:12:32,0
2266,VTH,VTH,,,?,2021-10-07 06:13:16,0
2267,Myx,Myx,,,?,2021-10-07 06:11:37,2
2268,GCAF,GCAF,,,?,2021-10-07 06:10:07,0
2269,DPS,DPS,,,?,2021-10-07 06:09:47,0
2270,JCD,JCD,,,?,2021-10-07 06:10:51,0
2271,KYG,KYG,,,?,2021-10-07 06:11:05,0
2272,HSM,HSM,,,?,2021-10-07 06:10:28,0
2273,WoProp,WoProp,,,?,2021-10-07 06:13:21,1
2274,Res,Res,,,?,2021-10-07 06:12:18,0
2275,PropA,PropA,,,?,2021-10-07 06:12:11,0
2276,CON,CON,,,?,2021-10-07 06:09:29,0
2277,CuCal,CuCal,,,?,2021-10-07 06:09:34,0
2278,SOPE,SOPE,,,?,2021-10-07 06:12:41,0
2279,ZoBell,ZoBell,,,?,2021-10-07 06:13:31,0
2280,CDGS,CDGS,,,?,2021-10-07 06:09:14,0
2281,HCh,HCh,,,?,2021-10-07 06:10:21,0
2282,Houston,Houston,,,?,2021-10-07 06:10:26,0
2283,ToBE,ToBE,,,?,2021-10-07 06:12:59,0
2284,SZSXXZ,SZSXXZ,,,?,2021-10-07 06:12:48,0
2285,RuS,RuS,,,?,2021-10-07 06:12:25,0
2286,Aerobe,Aerobe,,,?,2021-10-07 06:08:28,0
2287,HDv,HDv,,,?,2021-10-07 06:10:21,0
2288,MGB,MGB,,,?,2021-10-07 06:11:25,0
2289,Wildatric,Wildatric,,,?,2021-10-07 06:13:20,0
2290,ZAS,ZAS,,,?,2021-10-07 06:13:29,0
2291,HJR,HJR,,,?,2021-10-07 06:10:24,1
2292,TYS,TYS,,,?,2021-10-07 06:13:03,0
2293,Cello,Cello,,,?,2021-10-07 06:09:15,0
2294,Baker,Baker,,,?,2021-10-07 06:08:44,0
2295,BKME,BKME,,,?,2021-10-07 06:08:52,0
2296,AFPC,AFPC,,,?,2021-10-07 06:08:29,1
2297,RHYL,RHYL,,,?,2021-10-07 06:12:19,0
2298,Nygaard,Nygaard,,,?,2021-10-07 06:11:54,1
2299,VUG,VUG,,,?,2021-10-07 06:13:16,0
2300,Bergkamen,Bergkamen,,,?,2021-10-07 06:08:49,0
2301,GCS,GCS,,,?,2021-10-07 06:10:08,0
2302,Ekho,Ekho,,,?,2021-10-07 06:09:53,0
2303,GaD,GaD,,,?,2021-10-07 06:10:07,0
2304,Milos,Milos,,,?,2021-10-07 06:11:26,0
2305,KTW,KTW,,,?,2021-10-07 06:11:04,0
2306,PCA,PCA,,,?,2021-10-07 06:12:03,0
2307,Neill,Neill,,,?,2021-10-07 06:11:44,0
2308,TRF,TRF,,,?,2021-10-07 06:13:00,0
2309,Ice,Ice,,,?,2021-10-07 06:10:34,0
2310,DRYC,DRYC,,,?,2021-10-07 06:09:49,0
2311,SCW,SCW,,,?,2021-10-07 06:12:31,0
2312,Hiromi,Hiromi,,,?,2021-10-07 06:10:24,1
2313,SPSPC,SPSPC,,,?,2021-10-07 06:12:42,0
2314,Bsw,Bsw,,,?,2021-10-07 06:08:58,0
2315,BDN,BDN,,,?,2021-10-07 06:08:47,0
2316,Formaldehyde,Formaldehyde,,,?,2021-10-07 06:10:03,0
2317,Green,Green,,,?,2021-10-07 06:10:14,0
2318,Feox,Feox,,,?,2021-10-07 06:09:59,0
